row_number	zip_code	location
49427	99999	7505 N IH35 SVRD NB
49428	99999	7509 N IH 35 SVRD NB
49429	78753	750 BLOCK E BRAKER LN
49430	78701	750 BLOCK IH 35 SERVICE ROAD
49431	78702	750 BLOCK SPRINGSDALE ROAD
49432	78753	750 E BRAKER LN
49433	78701	750 E CESAR CHAVES
49434	78681	750 S I H 35
49435	78704	750 SOUTH CONGRESS AVENUE
49436	99999	750 W BEN WHITE BLVD WB
49437	78744	7511 BLUFF SPRINGS RD
49438	78757	7511 BURNET RD
49439	78752	7512 N LAMAR BLVD
49440	99999	7513 BLOCK EAST U S 290 SERVICE ROAD
49441	99999	7513 N IH 35 SVRD NB
49442	78752	7513 NORTH IH 35 SERVICE ROAD
49443	78726	7515 N FM 620 RD
49444	78735	7515 WEST SH 71
49445	78752	7517 BLOCK NORTH LAMAR BOULEVARD
49446	78752	7518 BLOCK CARVER AVENUE
49447	78752	7520 LAMAR BOULEVARD
49448	78752	7521 BLOCK NORTH LAMAR BOULEVARD
49449	78752	7522B N IH-35
49450	99999	7522 N IH 35 SB
49451	99999	7522 N IH 35 SVRD SB
49452	78752	7522 NORTH IH 35
49453	78752	7522 NORTH IH 35 SERVICE ROAD
49454	99999	7525 E US 290 HWY EB
49455	78739	7525 LACROSSE AVE
49456	78745	7530 BRODIE LN
49457	78752	7530 N LAMAR BLVD
49458	78729	7533 W PARMER
49459	78752	7538 NORTH IH 35
49460	78752	7545 N LAMAR BLVD
49461	78752	7551 BLOCK CHEVY CHASE DRIVE
49462	99999	7578 N CAPITAL OF TEXAS HWY NB
49463	78752	7581 CHEVY CHASE DR
49464	99999	7595 US HIGHWAY 290
49465	99999	7600-7200 N MOPAC SB
49466	78741	7600-7400 BLOCK EAST BEN WHITE
49467	78741	7600-7700 BLOCK EAST BEN WHITE BOULEVAR
49468	78741	7600 BEN WHITE BOULAVARD
49469	78752	7600 BLESSING AVE
49470	99999	7600 BLK LEVANDER LOOP
49471	78753	7600 BLK N IH 35 WF
49472	78748	7600 BLK S CONGRESS
49473	78748	7600 BLK S CONGRESS AVENUE
49474	78745	7600 BLK S IH 35
49475	99999	7600 BLK S IH 35 NB
49476	78722	7600 BLK S IH35 SRV RD
49477	99999	7600 BLK S.IH 35 SVRD
49478	78732	7600 BLOCK 290 EAST
49479	78745	7600 BLOCK ALBERT ROAD
49480	99999	7600 BLOCK ANDERSON LANE SERVICE ROAD
49481	78741	7600 BLOCK BEN WHITE BOULEVARD
49482	78752	7600 BLOCK  BLESSING AVENUE
49483	78752	7600 BLOCK BLESSING AVENUE
49484	78741	7600 BLOCK BLK E BEN WHITE BLVD EB
49485	99999	7600 BLOCK BLK N IH 35 NB
49486	78752	7600 BLOCK BLK N. LAMAR BLVD
49487	99999	7600 BLOCK BLK N MO PAC SB
49488	78748	7600 BLOCK BLK S CONGRESS AVENUE
49489	99999	7600 BLOCK BLK S IH 35 NB
49490	99999	7600 BLOCK BLK S IH 35 SB
49491	78744	7600 BLOCK BLUFF SPRINGS
49492	78744	7600 BLOCK BLUFF SPRINGS ROAD
49493	99999	7600 BLOCK BRODIE LANE AT
49494	78744	7600 BLOCK BURLESON RD
49495	78744	7600 BLOCK BURLESON ROAD
49496	78757	7600 BLOCK BURNET RD
49497	78757	7600  BLOCK BURNET ROAD
49498	78757	7600 BLOCK BURNET ROAD
49499	78757	7600 BLOCK BURNETT ROAD
49500	78752	7600 BLOCK CAMERON
49501	78752	7600 BLOCK CAMERON RD
49502	78752	7600 BLOCK CAMERON ROAD
49503	78752	7600 BLOCK CAMREN RD
49504	99999	7600 BLOCK CARVON
49505	78745	7600 BLOCK COOPER LANE
49506	78745	7600 BLOCK COOPER LN
49507	78724	7600 BLOCK DECKER LANE
49508	78741	7600 BLOCK EAST BEN WHITE
49509	78741	7600 BLOCK EAST BEN WHITE BOUELVARD
49510	78741	7600  BLOCK EAST BEN WHITE BOULEVARD
49511	78741	7600 BLOCK EAST BEN WHITE BOULEVARD
49512	99999	7600 BLOCK EAST BEN WHITE BOULEVARD SERV
49513	78741	7600 BLOCK EAST BEN WHITE BOUVLARD
49514	78741	7600 BLOCK EAST RIVERSIDE DRIVE
49515	99999	7600 BLOCK EAST SH 71
49516	78749	7600 BLOCK EAST US 290
49517	99999	7600 BLOCK  EAST US HIGHWAY 290
49518	99999	7600 BLOCK EAST US HIGHWAY 290
49519	99999	7600 BLOCK EAST US HIGHWAY 290 SERVICE R
49520	78741	7600 BLOCK E BEN WHITE
49521	78741	7600 BLOCK E BEN WHITE BLVD EB
49522	78724	7600 BLOCK ED BLUESTEIN
49523	78724	7600 BLOCK ED BLUESTEIN BLVD
49524	78724	7600 BLOCK ED BLUESTEIN BOULEVARD
49525	99999	7600 BLOCK ED BLUESTEIN BOUVLARD SERVICE
49526	78724	7600 BLOCK ED BLUESTEIN ROAD
49527	78741	7600 BLOCK E RIVERSIDE DR
49528	78737	7600 BLOCK FM 2222
49529	78757	7600 BLOCK FM 2222 ROAD
49530	99999	7600 BLOCK FM 969
49531	78748	7600 BLOCK FM 969 ROAD
49532	78752	7600 BLOCK GUADALUPE DRIVE
49533	78731	7600 BLOCK HART LANE
49534	78745	7600 BLOCK IH 35
49535	78752	7600 BLOCK IH 35 SERVICE ROAD
49536	78724	7600 BLOCK JOHNNY MORRIS ROAD
49537	78752	7600 BLOCK LAMAR BOULEVARD
49538	78745	7600 BLOCK LONGVIEW ROAD
49539	78724	7600 BLOCK LOYOLA LANE
49540	78745	7600 BLOCK MANCHACA
49541	78745	7600 BLOCK MANCHACA RD
49542	78745	7600 BLOCK MANCHACA ROAD
49543	78744	7600 BLOCK MCKINNEY FALLS
49544	78744	7600 BLOCK METRO CENTER DRIVE
49545	78739	7600 BLOCK MOPAC EXPRESSWAY
49546	99999	7600 BLOCK N IH 35 SVRD NB
49547	78752	7600 BLOCK N LAMAR
49548	78752	7600 BLOCK N LAMAR BLVD
49549	78752	7600 BLOCK N. LAMAR BLVD
49550	99999	7600 BLOCK N LAMAR BLVD NB
49551	78739	7600 BLOCK N MOPAC
49552	99999	7600 BLOCK N MOPAC EXPY SB
49553	78731	7600 BLOCK NORTH CAPITAL OF TEXAS
49554	78731	7600 BLOCK NORTH CAPITAL OFTEXAS HIGHWAY
49555	78731	7600 BLOCK NORTH CAPITAL OF TEXAS HWY
49556	78726	7600 BLOCK NORTH FM 620 ROAD
49557	78756	7600 BLOCK NORTH I H
49558	78752	7600 BLOCK NORTH IH35
49559	78752	7600 BLOCK NORTH I H35
49560	78752	7600 BLOCK NORTH I H 35
49561	78752	7600 BLOCK NORTH IH 35
49562	99999	7600 BLOCK NORTH IH 35 EXIT RAMP
49563	78752	7600 BLOCK NORTH I H 35 SERVICE ROAD
49564	78752	7600 BLOCK NORTH IH 35 SERVICE ROAD
49565	78752	7600 BLOCK NORTH IH35 SERVICE ROAD
49566	78752	7600 BLOCK NORTH IH SERVICE ROAD
49567	78752	7600 BLOCK NORTH LAMAR
49568	78752	7600 BLOCK NORTH LAMAR BOULAVARD
49569	78752	7600 BLOCK  NORTH LAMAR BOULEVARD
49570	78752	7600 BLOCK NORTH LAMAR BOULEVARD
49571	99999	7600 BLOCK NORTH LAMAR BOULEVARD AT
49572	78752	7600 BLOCK NORTH LAMAR BOUVLARD
49573	78757	7600 BLOCK NORTH MOPAC
49574	99999	7600 BLOCK NORTH MOPAC BOULEVARD
49575	78759	7600 BLOCK NORTH MOPAC EXPRESS
49576	99999	7600 BLOCK  NORTH MOPAC EXPRESSWAY
49577	99999	7600 BLOCK NORTH  MOPAC EXPRESSWAY
49578	99999	7600 BLOCK NORTH MOPAC EXPRESSWAY
49579	99999	7600 BLOCK NORTH MOPAC EXPRESS WAY
49580	99999	7600 BLOCK NORTH MOPAC EXPRESSWAY NB
49581	99999	7600 BLOCK NORTH MOPAC HIGHWAY
49582	78752	7600 BLOCK OF CAMERON ROAD
49583	99999	7600 BLOCK OF NORTH MOPAC EXPRESSWAY
49584	78752	7600 BLOCK PROVIDENCE AVENUE
49585	99999	7600 BLOCK RANCH ROAD 2222
49586	78729	7600 BLOCK SAN FELIPE BLVD
49587	78729	7600 BLOCK SAN FELIPE BOULEVARD
49588	78745	7600 BLOCK SHERWOOD ROAD
49589	78757	7600 BLOCK SHOAL CREEK BOULEVARD
49590	99999	7600 BLOCK S IH 35 SB
49591	78739	7600 BLOCK S MOPAC EXPY
49592	78745	7600 BLOCK SOUTH 1ST STREET
49593	78748	7600 BLOCK SOUTH CONGRESS AVENUE
49594	78745	7600 BLOCK SOUTH IH35
49595	78745	7600 BLOCK SOUTH  IH-35
49596	78745	7600 BLOCK SOUTH I H 35
49597	78745	7600 BLOCK SOUTH IH 35
49598	78745	7600 BLOCK SOUTH I H 35 SERVICE ROAD
49599	99999	7600 BLOCK SOUTH IH 35 SERVICE ROAD
49600	78739	7600 BLOCK SOUTH MOPAC
49601	78739	7600 BLOCK  SOUTH MOPAC EXPRESSWAY
49602	78739	7600 BLOCK SOUTH MOPAC EXPRESSWAY
49603	78739	7600 BLOCK SOUTH MOPAC EXPY
49604	78735	7600 BLOCK SOUTHWEST PARKWAY
49605	78739	7600 BLOCK SOUTN MOPAC EXPRESSWAY
49606	78724	7600 BLOCK SPRINGDALE RD
49607	78724	7600 BLOCK SPRINGDALE ROAD
49608	78749	7600 BLOCK US 290
49609	78749	7600 BLOCK US 290 EAST
49610	78735	7600 BLOCK US 290 SERVICE ROAD
49611	78749	7600 BLOCK US HIGHWAY 290
49612	78749	7600 BLOCK US HWY 290
49613	99999	7600 BLOCK WEST STATE HIGHWAY 45
49614	99999	7600 BLOCK WEST STATE HIGHWAY 71
49615	78731	7600 BLOCK WOOD HOLLOW DRIVE
49616	78757	7600 BLOCK WOODROW
49617	78744	7600 BLUFF SPRINGS RD
49618	78745	7600 BRODIE LN
49619	78744	7600 BURLESON FD
49620	78744	7600 BURLESON RD
49621	78757	7600 BURNET
49622	78757	7600 BURNET RD
49623	78757	7600 BURNETT
49624	78752	7600 CAMERON
49625	78752	7600 CAMERON RD
49626	78752	7600 CAMERON ROAD
49627	78731	7600 CAPITAL OF TEXAS
49628	78731	7600 CAPITAL OF TEXAS HWY
49629	78745	7600 COOPER LANE
49630	78741	7600 EAST BEN WHITE BOULEVARD
49631	99999	7600 EAST BEN WHITE BOULEVARD WEST BOUND
49632	78741	7600 EAST RIVERSIDE DRIVE
49633	78745	7600 EAST US 290 HIGHWAY SERVICE ROAD
49634	78749	7600 EAST US HIGHWAY 290
49635	78745	7600 EAST US HIGHWAY 290 SERVICE ROAD
49636	78749	7600 EAST US HWY 290
49637	78741	7600 E BEN WHITE
49638	78741	7600 E BEN WHITE BLVD
49639	78741	7600 E BEN WHITE BLVD 3
49640	78741	7600 E BEN WHITE BLVD EB
49641	99999	7600 E BEN WHITE BLVD SVRD EB
49642	99999	7600 E BEN WHITE BLVD SVRD WB
49643	99999	7600 E BEN WHITE BLVD WB
49644	78741	7600 E BEN WHITE EB
49645	99999	7600 E BEN WHITE EXIT RS
49646	99999	7600 E BEN WHITE SVRD
49647	99999	7600 E BEN WHITE WB
49648	78724	7600 ED BLUESTEIN
49649	78724	7600 ED BLUESTEIN BLVD
49650	99999	7600 ED BLUESTEIN BLVD SVRD
49651	78724	7600 ED BLUESTEIN BOULEVARD
49652	99999	7600 ED BLUESTEIN BOULEVARD SERVICE ROAD
49653	78724	7600 ED BLUESTIEN
49654	78724	7600 ED BLUESTIEN BLVD
49655	78749	7600 E HWY 290
49656	78735	7600 E HWY 71
49657	78741	7600 E RIVERSIDE DR
49658	78741	7600 E RIVERSIDE DRIVE
49659	78749	7600 E US 290 HWY
49660	78749	7600 E US HIGHWAY 290
49661	78730	7600 FM 2222 RD
49662	78726	7600 FM620
49663	78749	7600 HWY 290 E
49664	78749	7600 HWY 290 EAST
49665	78735	7600 HWY 71
49666	78745	7600 IH 35
49667	78750	7600 JESTER BLVD
49668	78753	7600 JOHN GLENN LN
49669	78752	7600 LAMAR BLVD
49670	78724	7600 LOYOLA LN
49671	78745	7600 MANCHACA
49672	78745	7600 MANCHACA RD
49673	78745	7600 MANCHACA ROAD
49674	78744	7600 METRO CENTER DR
49675	78757	7600 MOPAC EXPY NORTH
49676	78731	7600 N CAPITAL OF TEXAS
49677	78731	7600 N CAPITAL OF TEXAS HWY
49678	99999	7600 N CAPITAL OF TEXAS HWY SB
49679	78731	7600 N CAPITAL OF TX HWY
49680	78726	7600 N FM 620 RD
49681	99999	7600 N I 35 SVRD
49682	78752	7600 N IH35
49683	78752	7600 N IH 35
49684	99999	7600 N IH 35 NB
49685	99999	7600 N. IH-35 NB SVC RD
49686	99999	7600 N IH35 NB SVRD
49687	99999	7600 N IH 35 SB
49688	99999	7600 N IH 35 SB PROPER
49689	99999	7600 N IH 35 SVC RD NB
49690	99999	7600 N. IH 35 SVRD
49691	99999	7600 N IH 35 SVRD NB
49692	99999	7600 N IH 35 SVRD ND
49693	99999	7600 N IH 35 SVRD SB
49694	78752	7600 N LAMAR
49695	78752	7600 N LAMAR BLVD
49696	78752	7600 N. LAMAR BLVD
49697	99999	7600 N LAMAR BLVD NB
49698	78757	7600 N MOPAAC
49699	78757	7600 N MOPAC
49700	78757	7600 N . MOPAC
49701	78757	7600 N MOPAC BLVD
49702	78757	7600 N MOPAC EXPY
49703	99999	7600 N MOPAC EXPY NB
49704	99999	7600 N MOPAC EXPY SB
49705	78757	7600 N. MOPAC EXWY
49706	99999	7600 N MOPAC NB
49707	99999	7600 N. MO PAC NB
49708	99999	7600 N MOPAC SB
49709	78752	7600 NORTH IH 35
49710	78752	7600 NORTH I H 35 SERVICE ROAD
49711	78752	7600 NORTH IH 35 SERVICE ROAD
49712	78752	7600 NORTH LAMAR BOULEVARD
49713	78757	7600 NORTH MOPAC
49714	99999	7600 NORTH MOPAC EXPREESWAY SOUTHBOUND
49715	78757	7600 NORTH  MOPAC EXPRESSWAY
49716	78757	7600 NORTH MOPAC EXPRESSWAY
49717	78757	7600 NORTH MOPAC EXPRESS WAY
49718	99999	7600 NORTH MOPAC EXPRESSWAY SOUTHBOUND
49719	78752	7600 PROVIDENCE AVE
49720	78758	7600 RESEARCH BLVD
49721	78747	7600 RUNNING WATER DR
49722	78745	7600 S 1ST
49723	78745	7600 S 1ST ST
49724	78745	7600 S1ST ST
49725	78744	7600 SALT SPRINGS DR
49726	78744	7600 SALT SPRINGS RD
49727	78729	7600 SAN FELIPE BOULEVARD
49728	78736	7600 SCENIC BROOK DR
49729	78748	7600 S CONGRESS AVE
49730	78748	7600 S. CONGRESS AVE
49731	78739	7600 SH 45
49732	99999	7600 SH 45 WB
49733	78735	7600 SH 71
49734	78745	7600 S IH35
49735	78745	7600 S I H 35
49736	78745	7600 S IH 35
49737	99999	7600 S IH 35 NB
49738	78701	7600 S IH35 PROPER
49739	78748	7600 S IH 35 SB
49740	78744	7600 S IH 35 SVRD
49741	99999	7600 S IH 35 SVRD NB
49742	99999	7600 S IH 35 SVRD SB
49743	99999	7600 S IH SVRD NB
49744	78739	7600 S MOPAC
49745	78739	7600 S MOPAC EXPY
49746	78749	7600 S MOPAC EXPY NB
49747	78731	7600 S MOPAC EXPY SB
49748	78745	7600 SOUTH IH 35
49749	78739	7600 SOUTH MOPAC EXPRESS WAY
49750	78735	7600 SOUTHWEST PKWY
49751	78739	7600 TEXAS 45
49752	99999	7600 TO 7400 BLOCK NORTH MOPAC EXPRESSWA
49753	99999	7600 TO 7900 BLOCK NORTH MOPAC
49754	78745	7600 WEST GATE BLVD
49755	78731	7600 WOOD HOLLOW
49756	78731	7600 WOOD HOLLOW DR
49757	78731	7600 WOODHOLLOW DR
49758	78729	7600 W PARMER LANE
49759	78735	7600 W SH 71
49760	78749	7600 W US 290 HWY
49761	78752	7602 CAMERON ROAD
49762	99999	7604 N IH 35 SVRD SB
49763	78724	7605 ED BLUESTEIN
49764	78752	7607 BLESSING AVE
49765	78745	7608 LOGANBERRY DR
49766	78702	760 BLOCK SPRINGDALE ROAD
49767	78704	760 SOUTH LAMAR BOULEVARD
49768	99999	760 W BEN WHITE BLVD SVRD
49769	99999	760 ZONE LAKE AUSTIN
49770	78752	7610 CAMERON RD
49771	78752	7610 CAMERON ROAD
49772	78731	7618 N CAPITOL OF TEXAS HWY
49773	99999	7620 N LAMAR BLVD NB
49774	99999	7620 WEST 30TH STREET
49775	99999	7622 N IH 35 SVRD SB
49776	78752	7622 NORTH IH 35 SERVICE ROAD
49777	99999	7625 N IH 35 SVRD NB
49778	78735	7626 WEST STATE HWY 71
49779	78757	7627 BLOCK NORTHCROSS DRIVE
49780	78736	7629 W SH 71
49781	78752	7630 CAMERON ROAD
49782	78745	7630 EAST US HIGHWAY 290 SERVICE ROAD
49783	78752	7630 N. LAMAR BLVD
49784	78735	7632 WEST HWY 71
49785	99999	7637 ED BLUESTEIN SERVICE ROAD
49786	99999	7650 ED BLUESTEIN BLVD SVRD SB
49787	78729	7652 BLOCK SAN FELIPE BOULEVARD
49788	78726	7655 BLOCK N FM 620 RD
49789	78702	765 AIRPORT BLVD
49790	78753	765 BEAVER STREET
49791	78748	7668 FM 969 ROAD
49792	78737	7669 FM 2222
49793	99999	7681 N LAMAR BLVD SVRD NB
49794	78752	7685 NORTH CREST DRIVE
49795	78752	76919 CARVER AVENUE
49796	99999	769 ZONE LAKE AUSTIN
49797	78702	76 BASTROP HIGHWAY
49798	99999	76 N IH 35 SVRD SB
49799	78723	76 NORTH IH 35 SERVICE ROAD
49800	99999	77000 S IH 35 S
49801	99999	7700-7100 N MOPAC SB
49802	99999	7700-7200 N MOPAC SB
49803	99999	7700-7300 N MOPAC SB
49804	99999	7700-7500 N MOPAC SB
49805	99999	7700-7900 N MOPAC NB
49806	99999	7700-8000 N MOPAC NB
49807	99999	7700-8100 N MOPAC SB
49808	78745	7700 A 1ST ST
49809	99999	7700 BBLOCK NORTH MOPAC EXPRESSWAY
49810	78741	7700 BEN WHITE BOULEVARD
49811	99999	7700 BLK CONGRESS AVE
49812	78741	7700 BLK E BEN WHITE
49813	78741	7700 BLK E BEN WHITE BLVD EB
49814	99999	7700 BLK E BEN WHITE BLVD WB
49815	78752	7700 BLK N.IH 35
49816	78745	7700 BLK S. 1ST ST
49817	78745	7700 BLK S. CONGRESS AVE
49818	99999	7700 BLK S IH 35 SB
49819	99999	7700 BLOACK NORTH MOPAC EXPRESSWAY
49820	78729	7700 BLOCK ANDERSON MILL ROAD
49821	78741	7700 BLOCK BEN WHITE BOULEVARD
49822	99999	7700 BLOCK BLK S IH 35 SB SVRD
49823	78744	7700 BLOCK BLUFF SPRINGS
49824	78744	7700 BLOCK BURLESON ROAD
49825	78757	7700 BLOCK BURNET
49826	78757	7700 BLOCK BURNET RD
49827	78757	7700 BLOCK BURNET ROAD
49828	78757	7700 BLOCK BURNETT ROAD
49829	78754	7700 BLOCK CAMERON RD
49830	78754	7700 BLOCK CAMERON ROAD
49831	78731	7700 BLOCK CAPITAL OF TEXAS HIGHWAY
49832	78731	7700 BLOCK CAPITAL OF TX HWY
49833	78759	7700 BLOCK DANWOOD DRIVE
49834	78735	7700 BLOCK E 71
49835	78741	7700 BLOCK EAST BEN WHITE
49836	78741	7700 BLOCK EAST BEN WHITE BLVD
49837	78741	7700 BLOCK EAST BEN WHITE BOUELVARD
49838	78741	7700 BLOCK  EAST  BEN WHITE BOULEVARD
49839	78741	7700 BLOCK  EAST BEN WHITE BOULEVARD
49840	78741	7700 BLOCK EAST BEN WHITE BOULEVARD
49841	99999	7700 BLOCK EAST BEN WHITE BOULEVARD AT
49842	99999	7700 BLOCK EAST BEN WHITE SERVICE ROAD
49843	78754	7700 BLOCK EAST BRAKER LANE
49844	78702	7700 BLOCK EAST CESAR CHAVEZ STREET
49845	78749	7700 BLOCK EAST HIGHWAY 290
49846	78749	7700 BLOCK EAST HWY 290
49847	78744	7700 BLOCK EAST RIVERSIDE
49848	78744	7700 BLOCK  EAST RIVERSIDE DRIVE
49849	78744	7700 BLOCK EAST RIVERSIDE DRIVE
49850	78719	7700 BLOCK EAST SH HWY 71
49851	99999	7700 BLOCK  EAST US HIGHWAY 290
49852	99999	7700 BLOCK EAST US HIGHWAY 290
49853	99999	7700 BLOCK E BEN WHITE BLVD SVRD WB
49854	78724	7700 BLOCK ED BLUESTEIN
49855	99999	7700 BLOCK ED BLUESTEIN BLVD SVRD SB
49856	78724	7700 BLOCK ED BLUESTEIN BOULEVARD
49857	78724	7700 BLOCK ED BLUESTIEN
49858	78724	7700 BLOCK ED BLUESTIEN BOULEVARD
49859	78749	7700 BLOCK E HIGHWAY 290
49860	78744	7700 BLOCK E RIVERSIDE DR
49861	78744	7700 BLOCK EST RIVERSIDE DRIVE
49862	78737	7700 BLOCK FM 2222
49863	99999	7700 BLOCK FM 969
49864	99999	7700 BLOCK  HIGHWAY  290
49865	99999	7700 BLOCK HIGHWAY 71
49866	78745	7700  BLOCK IH 35
49867	78745	7700 BLOCK IH 35
49868	78750	7700 BLOCK JESTER BOULEVARD
49869	78752	7700 BLOCK LAMAR
49870	78752	7700 BLOCK LAMAR BLVD
49871	78749	7700 BLOCK LATTA DRIVE
49872	78745	7700 BLOCK MANCHACA
49873	78745	7700 BLOCK MANCHACA RD
49874	78745	7700 BLOCK MANCHACA ROAD
49875	78744	7700 BLOCK METROPOLIS DR
49876	78739	7700 BLOCK MOPAC EXPRESSWAY
49877	78726	7700 BLOCK N FM 620
49878	78752	7700 BLOCK N IH35
49879	78752	7700 BLOCK N I H 35
49880	99999	7700 BLOCK N IH 35 SVRD NB
49881	78752	7700 BLOCK N LAMAR BLVD
49882	99999	7700 BLOCK N LAMAR BLVD NB
49883	78739	7700 BLOCK N MOPAC
49884	78739	7700 BLOCK N MO PAC
49885	99999	7700  BLOCK N MOPAC EXPRESSWAY SB
49886	99999	7700 BLOCK N MOPAC NB
49887	99999	7700 BLOCK N MOPAC SB
49888	99999	7700 BLOCK NORHT MOPAC EXPRESSWAY
49889	78778	7700 BLOCK NORTH 183
49890	78731	7700 BLOCK NORTH CAPITAL OF
49891	78731	7700 BLOCK NORTH CAPITAL OF TEXAS
49892	78731	7700 BLOCK NORTH CAPITAL OF TEXAS HIGHWA
49893	78731	7700 BLOCK NORTH CAPITAL OFTEXAS HIGHWAY
49894	78731	7700 BLOCK NORTH CAPITAL OF TEXAS HWY
49895	78731	7700 BLOCK NORTH CAPITAL TEXAS HIGHWAY
49896	78752	7700 BLOCK NORTHCREST BOULEVARD
49897	78723	7700 BLOCK NORTH EAST
49898	78726	7700 BLOCK NORTH FM 620
49899	78726	7700 BLOCK NORTH FM 620 ROAD
49900	99999	7700 BLOCK NORTH I 35
49901	78752	7700 BLOCK NORTH I H 35
49902	78752	7700 BLOCK NORTH IH 35
49903	78752	7700 BLOCK NORTH IH 35 SERVICE ROAD
49904	78752	7700 BLOCK NORTH LAMAR BOULEVARD
49905	78752	7700 BLOCK NORTH LAMAR BOULVARD
49906	78757	7700 BLOCK NORTH MOPAC
49907	99999	7700 BLOCK NORTH MOPAC EXPREEWAY
49908	78759	7700 BLOCK NORTH MOPAC EXPRESS
49909	99999	7700 BLOCK NORTH MOPAC EXPRESSWAT
49910	99999	7700  BLOCK NORTH MOPAC EXPRESSWAY
49911	99999	7700 BLOCK  NORTH  MOPAC EXPRESSWAY
49912	99999	7700 BLOCK  NORTH MOPAC EXPRESSWAY
49913	99999	7700 BLOCK NORTH  MOPAC EXPRESSWAY
49914	99999	7700 BLOCK NORTH MOPAC EXPRESSWAY
49915	99999	7700 BLOCK NORTH MOPAC  EXPRESSWAY
49916	99999	7700 BLOCK NORTH MOPAC EXPRESS WAY
49917	99999	7700 BLOCK NORTHMOPAC EXPRESSWAY
49918	99999	7700 BLOCK NOUTH MOPAC EXPRESSWAY
49919	99999	7700 BLOCK OF BEN WHITE WESTBOUND
49920	78757	7700 BLOCK OF BURNET ROAD
49921	78741	7700 BLOCK OF EAST BEN WHITE BOULEVARD
49922	99999	7700 BLOCK OF EAST HIGHWAY 71
49923	78744	7700 BLOCK OF EAST RIVERSIDE DRIVE
49924	78745	7700 BLOCK OF MANCHACA ROAD
49925	99999	7700 BLOCK OF NORTH MOPAC EXPRESSWAY
49926	99999	7700 BLOCK OF NORTH MOPAC SOUTH BOUND
49927	78739	7700 BLOCK OF SOUTH MOPAC EXPRESSWAY
49928	78758	7700 BLOCK RESEARCH BOULEVARD
49929	78745	7700 BLOCK S 1ST ST
49930	78747	7700 BLOCK SALT SPRINGS
49931	78747	7700 BLOCK SALT SPRINGS ROAD
49932	78729	7700 BLOCK SAN FELIPE BOULEVARD
49933	78703	7700 BLOCK SCENIC DR
49934	78745	7700 BLOCK S CONGRESS AVE
49935	99999	7700 BLOCK SH 71
49936	78757	7700 BLOCK SHOAL CREEK BOULEVARD
49937	99999	7700 BLOCK S IH35 EF
49938	99999	7700 BLOCK S IH 35 NB
49939	99999	7700 BLOCK S IH 35 SB
49940	78739	7700 BLOCK S MOPAC EXPY
49941	78745	7700 BLOCK SOUTH 1ST STREET
49942	78745	7700 BLOCK SOUTH CONGRESS AVENUE
49943	78745	7700 BLOCK SOUTH I H 35
49944	78745	7700 BLOCK SOUTH IH 35
49945	78745	7700 BLOCK SOUTH IH-35
49946	99999	7700 BLOCK SOUTH IH 35 SERVICE ROAD
49947	78739	7700 BLOCK SOUTH MOPAC
49948	78739	7700 BLOCK SOUTH MOPAC EXPRESSWAY
49949	78735	7700 BLOCK SOUTHWEST PARKWAY
49950	78735	7700 BLOCK SOUTHWEST PKWY
49951	78750	7700 BLOCK SPICEWOOD SPRINGS
49952	78739	7700 BLOCK TEXAS 45
49953	78749	7700 BLOCK US HIGHWAY 290 E
49954	78749	7700 BLOCK US HWY 290
49955	78752	7700 BLOCK WEST ANDERSON LANE
49956	78745	7700 BLOCK WEST GATE BOULEVARD
49957	99999	7700 BLOCK WEST HIGHWAY 71
49958	78729	7700 BLOCK WEST PARMER LANE
49959	99999	7700 BLOCK WEST SH 71
49960	99999	7700 BLOCK WEST SOUTH HWY 71
49961	99999	7700 BLOCK WEST STATE HIGHWAY 71
49962	78731	7700 BLOCK WOOD HOLLOW DRIVE
49963	78749	7700 BLOCK W US HWY 290
49964	78759	7700 BLOCK YAUPON DRIVE
49965	78759	7700 BLOCK YAWPON DRIVE
49966	78759	7700 BLOCK YOUPON DRIVE
49967	78731	7700 BLOCL NORTH CAPITAL TEXAS HIGHWAY
49968	78759	7700 BLOXK YAUPON DRIVE
49969	78754	7700 BOCK CAMRON ROAD
49970	78744	7700 BURLESON ROAD
49971	78757	7700 BURNET
49972	78757	7700 BURNET RD
49973	78745	7700 COOPER LN
49974	78749	7700 CROFTWOOD DRIVE
49975	78723	7700 E. ANDERSON
49976	78741	7700 EAST BEN WHITE BOULEVARD
49977	99999	7700 EAST HIGHWAY 290 WEST BOUND
49978	78744	7700 EAST RIVERSIDE DRIVE
49979	78735	7700 EAST SH 71
49980	78749	7700 EAST US HIGHWAY 290
49981	78741	7700 E BEN WHITE
49982	78741	7700 E. BEN WHITE BLV
49983	78741	7700 E BEN WHITE BLVD
49984	78741	7700 E BEN WHITE BLVD EB
49985	99999	7700 E BEN WHITE BLVD WB
49986	99999	7700 E BEN WHITE WB
49987	99999	7700 E BLUESTEIN BLVD SVRD
49988	99999	7700 ED BLUESTEIN BLVD SB
49989	99999	7700 ED BLUESTEIN BLVD SVRD NB
49990	78724	7700 ED  BLUESTEIN BOULEVARD
49991	78617	7700 ELROY RD
49992	78744	7700 E RIVERSIDE DR
49993	78744	7700 E RIVERSIDE DRIVE
49994	78749	7700 ESCARPMENT BLVD
49995	78735	7700 E SH 71
49996	99999	7700 E. SH 71 EB
49997	99999	7700 E SH 71 WB
