row_number	zip_code	location
1	78704	&00 LAMAR
2	78701	0800 N IH 35
3	78702	090 BLOCK MILDRED STREET
4	99999	0 ALAGRITA / S IH 35 SB
5	99999	0 BASTROP SB
6	99999	0 BLOCK N LAMAR SB ANDERSON WB RAMP
7	78613	0 BLOCK OF RESEARCH BOULEVARD
8	78701	0 BRACKENRIDGE EMERGENCY ACCESS
9	99999	0 E 12TH TO IH 35 NB RAMP
10	99999	0 IH 35 SVRD SB
11	99999	0 MCNEIL DR
12	99999	0 MONTOPOLIS DR
13	99999	0 MOPAC EXPY SB TO RESEARCH SB
14	78750	0 N 183 HWY TO LAKELINE
15	99999	0 N 183 TO LAKELINE MALL RAMP
16	99999	0 N IH 35 SB AT RUNDBERG TRN
17	99999	0 RESEARCH SB TO MCCANN RAMP
18	78744	0 S IH 35 NB
19	78701	0 SOUITH I H 35
20	99999	0 TO 0 NORTH IH 35 SERVICE ROAD AT APT T
21	99999	0 TO 15TH STREET
22	99999	0 W BEN WHITE SVRD EB
23	99999	1
24	99999	100000 BLOCK NORTH MOPAC
25	99999	100000 BLOCK NORTH MOPAC EXPRESSWAY
26	78758	100000 BLOCK RESEARCH BOULEVARD SERVICE
27	99999	100000 S IH 35 NB
28	99999	10000-10600 N MOPAC SVRD NB
29	78759	10000-11000 BLOCK RESEARCH BOULEVARD
30	99999	10000-11000 N MOPAC NB
31	99999	10000-11300 N IH 35 NB
32	78747	10000 183
33	78759	10000 360
34	78736	10000-9900 BLOCK EAST US 290
35	78750	10000 ANDERSON MILL RD
36	78750	10000 ANDERSON MILL ROAD
37	78753	10000 ANNIE OAKLEY TRL
38	78759	10000 BKICJ CAOUTAK IF TEXAS HIGHWAY
39	78758	10000 BLK BURNETT RD
40	78754	10000 BLK DESSAU RD
41	78748	10000 BLK MANCHACA RD
42	78753	10000 BLK N. IH 35
43	78753	10000 BLK N. IH-35
44	99999	10000 BLK N IH 35 SB
45	78753	10000 BLK S IH 35
46	99999	10000 BLK S IH 35 NB
47	78753	10000 BLOCK 290 SERVICE ROAD
48	78750	10000 BLOCK ANDERSON MILL ROAD
49	99999	10000 BLOCK BLK S IH 35 NB
50	99999	10000 BLOCK BLK S IH 35 SB
51	78749	10000 BLOCK BRODIE LANE
52	78753	10000 BLOCK BROWNIE DRIVE
53	78617	10000 BLOCK BURLESON RD
54	78758	10000 BLOCK BURNET
55	78758	10000 BLOCK BURNET RD
56	78758	10000 BLOCK BURNET ROAD
57	78758	10000 BLOCK BURNET ROAD AT
58	78759	10000 BLOCK CAPITAL OF TEXAS
59	78759	10000 BLOCK CAPITAL OF TEXAS HIGHWAY
60	78759	10000 BLOCK DEAN KEETON STREET
61	78754	10000 BLOCK DESSAU RD
62	78754	10000 BLOCK DESSAU ROAD
63	78753	10000 BLOCK DIAMONDBACK TRAIL
64	78753	10000 BLOCK EAST DEAN KEATON STREET
65	78753	10000 BLOCK EAST HIGHWAY 71
66	78753	10000 BLOCK EAST HWY  290 SERVICE ROAD
67	78736	10000 BLOCK EAST US 290
68	78737	10000 BLOCK EAST U S HIGHWAY 290
69	78737	10000 BLOCK EAST U S HIGHWAY  290
70	78737	10000 BLOCK EAST US HIGHWAY 290
71	78737	10000  BLOCK EAST U S HWY 290
72	78737	10000 BLOCK EAST U S HWY 290
73	78737	10000 BLOCK EAST US HWY 290 SERVICE ROAD
74	99999	10000 BLOCK E HWY 290 SVC
75	78749	10000 BLOCK ESCARPMENT BOULEVARD
76	99999	10000 BLOCK E US HWY 290 SVRD EB
77	78737	10000 BLOCK FM 2222
78	78758	10000 BLOCK GOLDEN MEADOW DRIVE
79	78759	10000 BLOCK GREAT HILLS TRAIL
80	78759	10000 BLOCK GREAT HILLS TRL
81	78754	10000 BLOCK HARRIS BRANCH PARKWAY
82	78750	10000 BLOCK HIDDEN MEADOW DR
83	78719	10000 BLOCK HOTEL DRIVE
84	78753	10000 BLOCK I H 35
85	78748	10000 BLOCK IH 35
86	78753	10000 BLOCK IH 35 SERVICE ROAD
87	78717	10000 BLOCK IVALENES HOPE DRIVE
88	78759	10000 BLOCK JOLLYVILLE ROAD
89	78729	10000 BLOCK LAKE CREEK
90	78729	10000 BLOCK LAKE CREEK BOULEVARD
91	78729	10000 BLOCK LAKE CREEK PARKWAY
92	78717	10000 BLOCK LAKELINE BLVD
93	78717	10000 BLOCK LAKELINE BOULEVARD
94	78753	10000 BLOCK LAMAR BOUEVARD
95	78759	10000 BLOCK LOOP 360
96	78748	10000 BLOCK MANCHACA RD.
97	78748	10000 BLOCK MANCHACA ROAD
98	78750	10000 BLOCK MELLOW MEADOW DRIVE
99	78758	10000 BLOCK METRIC BOULEVARD
100	78758	10000 BLOCK METROPLOLITAN
101	78752	10000 BLOCK MIDDLE FISKVILLE ROAD
102	78739	10000 BLOCK MO PAC
103	78739	10000 BLOCK MOPAC EXPRESSWAY
104	78759	10000 BLOCK MOPAC EXPRESSWAY SERVICE RD
105	78759	10000 BLOCK N CAPITAL OF TEXAS HWY
106	78759	10000 BLOCK N CAPITAL OF TX HWY
107	78753	10000 BLOCK N IH 35
108	99999	10000 BLOCK N IH 35 NB
109	99999	10000 BLOCK N IH 35 SVRD SB
110	78753	10000 BLOCK N LAMAR BLVD
111	78739	10000 BLOCK N MOPAC BLVD
112	78739	10000 BLOCK N MOPAC EXPY
113	78739	10000 BLOCK N. MOPAC EXPY
114	99999	10000 BLOCK N MOPAC EXPY NB
115	99999	10000 BLOCK N MOPAC EXPY SB
116	99999	10000 BLOCK N MOPAC NB
117	99999	10000 BLOCK N. MO PAC SB
118	78759	10000 BLOCK N MOPAC SVC RD
119	78759	10000 BLOCK NORTH CAPITAL OF TEXAS
120	78759	10000 BLOCK NORTH CAPITAL OF TEXAS H
121	78759	10000 BLOCK NORTH CAPITAL OF TEXAS HIGHW
122	78759	10000 BLOCK NORTH CAPITAL OF TEXAS HWY
123	78759	10000 BLOCK NORTH CAPITAL TEXAS HIGHWAY
124	78759	10000 BLOCK NORTH I35
125	78759	10000 BLOCK NORTH I 35
126	99999	10000 BLOCK NORTH IH3
127	78753	10000 BLOCK NORTH   I H 35
128	78753	10000 BLOCK NORTH I H 35
129	78753	10000 BLOCK NORTH IH 35
130	78753	10000 BLOCK NORTH IH -35
131	78753	10000 BLOCK NORTH IH-35
132	78752	10,000 BLOCK NORTH I H 35 SERVICE ROAD
133	78722	10000 BLOCK NORTH  I H35 SERVICE ROAD
134	78753	10000 BLOCK NORTH  IH 35 SERVICE ROAD
135	78753	10000 BLOCK NORTH I H 35  SERVICE ROAD
136	78753	10000 BLOCK NORTH I H 35 SERVICE ROAD
137	78753	10000 BLOCK NORTH IH 35 SERVICE ROAD
138	78753	10000 BLOCK NORTH LAMAR
139	78753	10000 BLOCK NORTH LAMAR BOULEVARD
140	78753	10,000 BLOCK NORTH MOPAC
141	78757	10000 BLOCK NORTH MOPAC
142	78757	10000 BLOCK NORTH MOPAC BOULEVARD
143	78757	10000 BLOCK NORTH MOPACE EXPRESSWAY
144	78757	10000 BLOCK  NORTH  MOPAC EXPRESSWAY
145	78757	10000 BLOCK  NORTH MOPAC EXPRESSWAY
146	78757	10000 BLOCK NO RTH MOPAC EXPRESSWAY
147	78757	10000 BLOCK NORTH MO PAC EXPRESSWAY
148	78757	10000 BLOCK NORTH MOPAC EXPRESSWAY
149	78757	10000 BLOCK  NORTH  MOPACN EXPRESSWAY
150	78759	10000 BLOCK NORTH MOPAC SERVICE ROAD
151	78759	10000 BLOCK NORTH OF MOPAC EXPRESSWAY
152	78759	10000 BLOCK NORTH SH 130
153	78644	10000 BLOCK NORTH US HIGHWAY 183
154	78757	10000 BLOCK NROTH MOPAC
155	78747	10000 BLOCK N US HWY 183
156	78750	10000 BLOCK OF ANDERSON MILL ROAD
157	78759	10000 BLOCK OF GREAT HILLS TRIAL
158	78759	10000 BLOCK OF NORTH CAPITAL OF
159	78753	10000 BLOCK OF NORTH IH 35
160	78757	10000 BLOCK OF NORTH MOPAC
161	78759	10000 BLOCK OF RESEARCH BOULEVARD
162	78748	10000 BLOCK OF SOUTH IH 35
163	99999	10000 BLOCK OF SOUTH IH 35 SERVICE ROAD
164	78758	10000 BLOCK PARKFIELD DR
165	78758	10000 BLOCK PARK FIELD DRIVE
166	78758	10000 BLOCK PARKFIELD DRIVE
167	78727	10000 BLOCK PARMER LANE
168	78727	10000 BLOCK RANCH ROAD 2222
169	78759	10000 BLOCK RESEARCH
170	99999	10000 BLOCK RESEARCH BLVD NB
171	99999	10000 BLOCK RESEARCH BLVD PROPER
172	99999	10000 BLOCK RESEARCH BLVD SB
173	78759	10000 BLOCK RESEARCH BOULEVARD
174	78759	10000 BLOCK RESEARCH BOULEVARD SERVICE
175	99999	10000 BLOCK RESEARCH LN 1 SB SVC
176	78759	10000 BLOCK RESEARCH SERVICE ROAD
177	78748	10000 BLOCK S.1ST
178	78748	10000 BLOCK SH 130 SERVICE ROAD
179	78753	10000 BLOCK S IH 35
180	99999	10000 BLOCK S IH 35 NB
181	99999	10000 BLOCK S IH 35 SB
182	78748	10000 BLOCK SOUTH 1ST STREET
183	78748	10000 BLOCK SOUTH IH35
184	78748	10000 BLOCK SOUTH  IH35
185	78748	10000 BLOCK SOUTH I H 35
186	78748	10000 BLOCK SOUTH IH 35
187	78748	10000 BLOCK SOUTH IH-35
188	99999	10000 BLOCK SOUTH IH 35 SERVICE ROAD
189	78748	10000 BLOCK SOUTH IH 35 TO
190	78748	10000 BLOCK SOUTH INTERSTATE HIGHWAY 35
191	78748	10000 BLOCK SOUTH MARY MOORE SEARIGHT
192	78754	10000 BLOCK SPRINGDALE RD
193	78759	10000 BLOCK STONELAKE BLVD
194	78759	10000 BLOCK STONELAKE BOULEVARD
195	99999	10000 BLOCK US 130 SRVD SB
196	78735	10000 BLOCK US 290 SERVICE ROAD
197	78747	10000 BLOCK U S HIGHWAY 183
198	78747	10000 BLOCK US HIGHWAY 183
199	78747	10000 BLOCK US HIGHWAY 290 EAST SERVICE
200	78735	10000 BLOCK US HIGHWAY 290 SERVICE ROAD
201	99999	10000 BLOCK US HWY 290 SVC
202	99999	10000 BLOCK WEST BEN WHITE BOULEVARD
203	99999	10000 BLOCK WEST BRAKER LANE
204	99999	10000 BLOCK WEST CESAR CHAVEZ
205	78717	10000 BLOCK WEST PARMER
206	78717	10000 BLOCK WEST PARMER LANE
207	78717	10000 BLOCK WEST PRAMER LANE
208	78735	10000 BLOCK WEST WILLIAM CANNON
209	78757	10000 BLOC NORTH MOPAC
210	78757	10000 BLODCK NORTH MOPAC
211	78749	10000 BRODIE LN
212	78753	10000 BROWNIE
213	78753	10000 BROWNIE DR
214	78747	10000 BUFFALO LAKE LN
215	78758	10000 BURNET
216	78758	10000 BURNET RD
217	78758	10000 BURNET ROAD
218	78759	10000 CAPITAL OF TEXAS
219	78753	10000 CHILDRESS DR
220	78748	10000 DAVID MOORE DR
221	78754	10000 DESSAU
222	78754	10000 DESSAU RD
223	78754	10000 DESSAU ROAD
224	78735	10000 EAST US 290 HIGHWAY SERVICE ROAD
225	78653	10000 E PARMER LN
226	78737	10000 E U.S 290
227	99999	10000 E US 290 HWY SVRD EB
228	99999	10000 E US 290 HWY SVRD WB
229	78735	10000 E US HIGHWAY 290 SERVICE ROAD
230	78726	10000 FM 620
231	78719	10000 GOLFCOURSE ROAD
232	78759	10000 GREAT HILLS DR
233	78759	10000 GREAT HILLS TRL
234	78719	10000 HOTEL DR
235	78719	10000 HOTEL DRIVE
236	78747	10000 HWY 183
237	78753	10000 IH 35
238	78759	10000 JOLLYVILLE RD
239	78759	10000 JOLLYVILLE ROAD
240	78729	10000 LAKE CREEK
241	78729	10000 LAKE CREEK BLVD
242	78729	10000 LAKE CREEK PARKWAY
243	78729	10000 LAKE CREEK PKWY
244	78729	10000 LAKECREEK PKWY
245	78748	10000 LBOCK SOUTH I H 35
246	78748	10000 MANCHACA
247	78748	10000 MANCHACA RD
248	78758	10000 METRIC BLVD
249	78748	10000 MILLA CIR
250	78739	10000 MOPAC
251	78739	10000 MO PAC
252	99999	10000 MOPAC EXPRESSWAY S B FRONTAGE
253	78759	10000 N CAPITAL OF TEXAS HWY
254	99999	10000 N CAPITAL OF TEXAS HWY NB
255	78759	10000 N CAPITAL OF TX HWY
256	78759	10000 N CAPITOL OF TEXAS HWY
257	78759	10000 N CAP TEX
258	78726	10000 N FM !620
259	78753	10000 N IH35
260	78753	10000 N IH 35
261	78753	10000 N IH-35
262	99999	10000 N IH 35 NB
263	99999	10000 N IH 35 SB
264	99999	10000 N. IH 35 SB
265	99999	10000 N.IH 35 SB
266	99999	10000 N IH 35 SB PROPER
267	78722	10000 N IH35 SVC
268	78753	10000 N IH 35 SVC RD
269	78753	10000 N IH35 SVC RD
270	99999	10000 N IH 35 SVRD
271	99999	10000 N IH35 SVRD
272	99999	10000 N IH 35 SVRD NB
273	99999	10000 N. IH 35 SVRD NB
274	99999	10000 N IH 35 SVRD SB
275	99999	10000 N IH IH 35 SVRD SB
276	78753	10000 N LAMAR
277	78753	10000 N LAMAR BLVD
278	78753	10000 N. LAMAR BLVD
279	99999	10000 N LAMAR BLVD NB
280	78757	10000 N MOPAC
281	78757	10000 N . MOPAC
282	78757	10000 N. MOPAC
283	78757	10000 N. MO-PAC
284	78757	10000 N MOPAC BLVD
285	78757	10000 N MOPAC EXPWY
286	99999	10000 N MOPAC EXPWY SVRD
287	78757	10000 N MOPAC EXPY
288	99999	10000 N MOPAC EXPY NB
289	99999	10000 N  MOPAC EXPY SB
290	99999	10000 N MOPAC EXPY SB
291	78757	10000 N MOPAC EXPY S/B
292	99999	10000 N MOPAC EXPY  SVRD
293	99999	10000 N MOPAC NB
294	99999	10000 N. MO PAC NB
295	99999	10000 N MOPAC SB
296	99999	10000 N. MO PAC SB
297	99999	10000 N. MUST TURN NB
298	78759	10000 NORTH CAPITAL OF TEXAS HIGHWAY
299	78759	10000 NORTH CAPITAL OF TEXAS HWY
300	78747	10000 NORTH HIGHWAY 183
301	78753	10000 NORTH  I H 35
302	78753	10000 NORTH IH 35
303	78753	10000 NORTH IH-35
304	78753	10000 NORTH I H 35 SERVICE ROAD
305	78753	10000 NORTH IH 35 SERVICE ROAD
306	78753	10000 NORTH LAMAR BOULEVARD
307	78757	10000 NORTH MOPAC
308	78757	10000 NORTH MOPAC BOULEVARDD
309	78757	10000 NORTH MO PAC EXPRESSWAY
310	78757	10000 NORTH MOPAC EXPRESSWAY
311	78759	10000 NORTH MOPAC EXPRESSWAY SERVICEROAD
312	78747	10000 NORTH US HWY 183
313	78747	10000 NORWOOD PARK BLVD
314	78747	10000 N SH 130 S
315	78747	10000 N US 183
316	99999	10000 N US 183 HWY NB
317	78749	10000 N US 183 SB
318	78758	10000 PARKFIELD DR
319	78747	10000 PINEHURST DR
320	78759	10000 RESEARCH
321	78759	10000 RESEARCH BLVD
322	78759	10000 RESEARCH BLVD NB
323	99999	10000 RESEARCH BLVD SB
324	99999	10000 RESEARCH BLVD SVRD
325	99999	10000 RESEARCH BLVD SVRD NB
326	78759	10000 RESEARCH BOULEVARD
327	78759	10000 RESEARCH BOULEVARD SERVICE ROAD
328	78759	10000 RESEARCH WF
329	78748	10000 S 1ST ST
330	78748	10000 S IH35
331	78748	10000 S I H 35
332	78748	10000 S IH 35
333	78748	10000 S. IH35
334	78753	10000 S IH 35 N
335	99999	10000 S IH 35 NB
336	78753	10000 S IH 35 N B
337	78753	10000 S IH35 NB
338	99999	10000 S. IH 35 NB
339	99999	10000 S IH 35 NB SVRD
340	99999	10000 S IH 35 SB
341	99999	10000 S IH 35 SB SVRD
342	99999	10000 S IH35 SVRD
343	78681	10000 S. IH 35 WF
344	99999	10000 S IH 35 WVRD
345	78748	10000 S MANCHACA RD
346	78739	10000 S MOPAC
347	78748	10000 SOUTH IH35
348	78748	10000 SOUTH I H 35
349	78748	10000 SOUTH IH 35
350	78739	10000 TEXAS 45
351	99999	10000 THOUGH 9900 BLOCK US HIGHWAY 290
352	99999	10000 TO 10100 BLOCK SOUTH MARY MOORE
353	78758	10000 TO 12500 BLOCK RESEARCH
354	99999	10000 TO 9900 US HIGHWAY 290 SERVICE RD
355	78747	10000 US 183
356	78747	10000 US 183 HWY
357	99999	10000 US 183 HWY NB
358	78752	10000 US 183 HWY NN
359	99999	10000 US 183 SVRD
360	78736	10000 US HWY 290
361	78737	10000 US HWY 290 E
362	78737	10000 US HWY 290 EAST
363	78717	10000 WEST PARMER LANE
364	78749	10000 WOLFTRAP DR
365	78749	1000-1100 BLOCK WALNUT CREEK PARK ROAD
366	78721	1000-1300 BLOCK ED BLUESTEIN BOULEVARD
367	78702	1000-1300 BLOCK WALNUT CREEK PARKWAY
368	78721	1000-1800 BLOCK ED BLUESTEIN
369	99999	10001 N IH 35 SVRD
370	78759	10001 NORTH CAPITAL OF TEXAS HIGHWAY
371	78759	10001 RESEARCH BOULEVARD SERVICE ROAD
372	78748	10001 S 1ST
373	78750	10002 HIDDEN MEADOW DR
374	78705	1000 38TH
375	78753	10003 BROWNIE DR
376	78753	10003 NORTH LAMAR BOULEVARD
377	78753	10004 N LAMAR BLVD
378	78723	1000 51 ST
379	78723	1000 51ST STREET AT
380	78719	10005 BLOCK GOLF COURSE ROAD
381	78758	10006 BLOCK PARKFIELD DRIVE
382	99999	1000-700 E BEN WHITE SVRD WB
383	78741	1000-800 BASTROP HIGHWAY
384	78721	1000-800 BLOCK ED BLUESTEIN
385	78753	10009 N LAMAR BLVD
386	78702	1000 AIRPORT BLVD
387	78702	1000 AIRPORT BOULEVARD
388	78702	1000 AIRPORT RD
389	78704	1000 BANISTER
390	78704	1000 BANISTER LN
391	78704	1000 BARTON SPRINGS RD
392	78704	1000 BARTON SPRINGS RF
393	78704	1000 BARTON SPRINGS ROAD
394	78741	1000 BASTROP HIGHWAY
395	78723	1000 B BLOCK E 51ST ST
396	78705	1000 B EAST DEAN KEETON
397	78705	1000 B EAST DEAN KEETON ST
398	78705	1000 B EAST DEAN KEETON STREET
399	78705	1000 B E DEAN KEETON
400	78705	1000 B E DEAN KEETON ST
401	78705	1000 B E DEAN KEETON STEET
402	78705	1000 B E DEAN KEETON STREET
403	78703	1000 BLANCO ST
404	78705	1000 BLCOK EAST DEAN KEETON STREET
405	78701	1000 BLCOK NORTH IH 35
406	99999	1000BL EAST DEAN KEETON
407	99999	1000BL EAST DEAN KEETON STREET
408	99999	1000BL EAST DEEN KEETON
409	99999	1000BL EAST DEEN KEETON STREET
410	99999	1000BL E DEAN KEETON
411	78702	1000 BLK AIRPORT
412	78702	1000 BLK AIRPORT BLVD
413	78705	1000 BLK DEAN KEETON
414	78705	1000 BLK DEAN KEETON BLVD
415	78705	1000 BLK EAST DEAN KEETON BLVD
416	78702	1000 BLK LYDIA ST
417	78701	1000 BLK N IH 35
418	99999	1000 BLK N IH 35 SVRD NB
419	78723	1000 BLK REINLI ST
420	78701	1000 BLK S CONGRESS AVE
421	78701	1000 BLK S. I35 N/B
422	99999	1000 BLK S IH 35 SB
423	99999	1000 BLK S. MOPAC EXPY
424	78741	1000 BLK S PLEASANT VALLEY
425	78702	1000 BLK SPRINGDALE
426	78702	1000 BLK SPRINGDALE RD
427	78748	1000 BLK W SLAUGHTER LN
428	78748	1000 BLK W. SLAUGHTER LN
429	78745	1000 BLK W STASSNEY LN
430	78705	1000 BLOCK 29TH ST
431	78705	1000 BLOCK 32ND STREET
432	78751	1000 BLOCK 45TH STREET
433	78702	1000 BLOCK 5TH STREET
434	78702	1000 BLOCK AIRPORT BLVD
435	78702	1000 BLOCK AIRPORT BOULEVARD
436	78726	1000 BLOCK ANDERSON MILL ROAD
437	78752	1000 BLOCK ATKINSON ROAD
438	78704	1000 BLOCK BARTON HILLS DR
439	78704	1000 BLOCK BARTON SPRINGS ROAD
440	78741	1000 BLOCK BASTOP HIGHWAY
441	78741	1000 BLOCK BASTROP HIGHWAY
442	99999	1000 BLOCK BASTROP HWY NB
443	78703	1000 BLOCK BAYLOR STREET
444	78704	1000 BLOCK BEN WHITE
445	78704	1000 BLOCK BEN WHITE BOULEVARD
446	78702	1000 BLOCK BIKE 11TH STREET
447	78758	1000 BLOCK BIRD CREEK DRIVE
448	78703	1000 BLOCK BLANCO
449	78745	1000 BLOCK BLK STASSNEY LN
450	78758	1000 BLOCK BLK W RUNDBERG LN
451	78721	1000 BLOCK BLOCK ED BLUESTEIN BOULEVARD
452	78721	1000 BLOCK BLUESTEIN BOULEVARD
453	78721	1000 BLOCK BLUESTEIN BOULEVARD BLVD
454	78752	1000 BLOCK BOOKER
455	78754	1000 BLOCK BRAKER LANE
456	78757	1000 BLOCK BRENTWOOD STREET
457	78753	1000 BLOCK BRIARGATE
458	78745	1000 BLOCK CASEY STREET
459	78753	1000 BLOCK CENTER RIDGE
460	78753	1000 BLOCK CENTER RIDGE DR
461	78753	1000 BLOCK CENTER RIDGE DRIVE
462	78753	1000 BLOCK CERNTER RIDGE
463	78702	1000 BLOCK CHICON
464	78702	1000 BLOCK CHICON STREET
465	78723	1000 BLOCK CLAYTON LANE
466	78723	1000 BLOCK CLAYTON LANE AT
467	78723	1000 BLOCK CLAYTON LN
468	78753	1000 BLOCK COLLINGSWORTH DRIVE
469	78745	1000 BLOCK COLONIAL PARK
470	78745	1000 BLOCK COLONIAL PARK BLVD
471	78758	1000 BLOCK COLONY CREEK
472	78701	1000 BLOCK CONGRESS AVENUE
473	78704	1000 BLOCK CUMBERLAND DRIVE
474	78704	1000 BLOCK CUMBERLAND ROAD
475	78705	1000 BLOCK DEAN KEATEN
476	78705	1000 BLOCK DEAN KEATON
477	78705	1000 BLOCK DEAN KEATON ROAD
478	78705	1000 BLOCK DEAN KEATON STREET
479	78705	1000 BLOCK DEAN KEETON
480	78705	1000 BLOCK DEAN KEETON DRIVE
481	78705	1000 BLOCK DEAN KEETON LANE
482	78705	1000 BLOCK  DEAN KEETON STREET
483	78705	1000 BLOCK DEAN KEETON STREET
484	78705	1000 BLOCK DEAN KEETON  STREET
485	78705	1000 BLOCK DEAN KENTON
486	78703	1000 BLOCK DILLMAN STREET
487	78745	1000 BLOCK DITTMAR ROAD
488	78702	1000 BLOCK E 11TH STREET
489	78751	1000 BLOCK E 45TH ST
490	78751	1000 BLOCK E 50TH ST
491	78702	1000 BLOCK E 7TH ST
492	78752	1000 BLOCK E ANDERSON LANE
493	99999	1000 BLOCK E ANDERSON LN SVRD WB
494	78705	1000 BLOCK EASE DEAN KEETON STREET
495	78702	1000 BLOCK EAST 10TH STREET
496	78702	1000 BLOCK EAST 11TH STREET
497	78702	1000 BLOCK EAST 12TH STREET
498	78702	1000 BLOCK EAST 2ND STREET
499	78705	1000 BLOCK EAST 32ND STREET
500	78751	1000 BLOCK EAST 38 1/2 STREET
501	78751	1000 BLOCK EAST 38 1/2  STREET
502	78751	1000 BLOCK EAST 38 1/2TH STREET
503	78705	1000 BLOCK EAST 38TH STREET
504	78751	1000 BLOCK EAST 41ST STREET
505	78751	1000 BLOCK EAST 45TH STREET
506	78702	1000 BLOCK EAST 4TH STREET
507	78723	1000 BLOCK EAST 51ST STREET
508	78751	1000 BLOCK EAST 52ND STREET
509	78751	1000 BLOCK EAST 53RD STREET
510	78702	1000 BLOCK EAST 5TH STREET
511	78702	1000 BLOCK EAST 6TH STREET
512	78702	1000 BLOCK EAST 7TH STREET
513	78702	1000 BLOCK EAST 9TH STREET
514	78752	1000 BLOCK EAST ANDERSON
515	78752	1000 BLOCK EAST ANDERSON LANE
516	78752	1000 BLOCK EAST ANDERSON LANE SERVICE
517	99999	1000 BLOCK EAST ANDERSON LANE SERVICE RD
518	78704	1000  BLOCK EAST BEN WHITE BOULEVARD
519	78704	1000 BLOCK EAST BEN WHITE BOULEVARD
520	78753	1000 BLOCK EAST BRAKER LANE
521	78702	1000 BLOCK EAST CESAR CHAVEZ
522	78702	1000 BLOCK EAST CESAR CHAVEZ STREET
523	78702	1000 BLOCK EAST CHAVEL
524	78705	1000 BLOCK EAST DEAN DEETON
525	78705	1000 BLOCK EAST DEAN KEATON
526	78705	1000 BLOCK EAST DEAN KEATON ROAD
527	78705	1000 BLOCK EAST DEAN KEATON STREET
528	78705	1000 BLOCK  EAST DEAN KEETON
529	78705	1000 BLOCK EAST DEAN KEETON
530	78705	1000 BLOCK EAST DEAN KEETON BOULEVARD
531	78705	1000 BLOCK EAST DEAN KEETON DRIVE
532	78705	1000 BLOCK EAST DEAN KEETON DRIVE STREET
533	78705	1000 BLOCK EAST DEAN KEETON ROAD
534	78705	1000 BLOCK EAST DEAN KEETON STREET
535	99999	1000 BLOCK EAST DEAN KEETON WESTBOND
536	99999	1000 BLOCK EAST DEAN WESTON
537	78705	1000 BLOCK EAST DEAT KEETON STREET
538	78705	1000 BLOCK EAST DEEN KEETON
539	78705	1000 BLOCK EAST DEEN KEETON STREET
540	78746	1000 BLOCK EAST DEETON
541	78752	1000 BLOCK EAST KOENIG LANE
542	78704	1000 BLOCK EAST OLTORF
543	78704	1000  BLOCK EAST OLTORF STREET
544	78704	1000 BLOCK EAST OLTORF STREET
545	78753	1000 BLOCK EAST PARMER LANE
546	78704	1000 BLOCK EAST RIVERSIDE DRIVE
547	78753	1000 BLOCK EAST RUNDBERG
548	78753	1000 BLOCK EAST RUNDBERG LANE
549	78752	1000 BLOCK EAST SAINT JOHNS
550	78752	1000 BLOCK EAST SAINT JOHNS AVENUE
551	78745	1000 BLOCK EAST STASSNEY LANE
552	78745	1000 BLOCK EAST STATE HIGHWAY 71
553	78752	1000 BLOCK EAST ST JOHNS
554	78752	1000 BLOCK EAST ST. JOHNS
555	78752	1000 BLOCK EAST ST JOHNS AVENUE
556	78752	1000 BLOCK EAST U S HIGHWAY 290 SERVICE
557	78745	1000 BLOCK EAST WILLIAM CANNON
558	78745	1000 BLOCK EAST WILLIAM CANNON DRIVE
559	78753	1000 Block East Yager Lane
560	78753	1000 BLOCK EAST YAGER LANE
561	78705	1000 BLOCK EAT DEAN KEETON
562	78753	1000 BLOCK E BRAKER LN
563	78721	1000 BLOCK ED BLUESEIN BOULEVARD
564	78721	1000 BLOCK ED BLUESREIN BOULEVARD
565	78721	1000 BLOCK ED BLUESTEIIN BOULEVARD
566	78721	1000 BLOCK ED BLUESTEIN
567	78721	1000 BLOCK ED BLUESTEIN BLVD
568	78721	1000 BLOCK ED BLUESTEIN BOUELVARD
569	78721	1000  BLOCK ED BLUESTEIN BOULEVARD
570	78721	1000 BLOCK ED BLUESTEIN BOULEVARD
571	99999	1000 BLOCKED BLUESTEIN BOULEVARD
572	78721	1000 BLOCK ED BLUESTEIN BOULVARD
573	78721	1000 BLOCK ED BLUESTEIN BOUVLARD
574	78721	1000 BLOCK ED BLUESTEIN RAOD
575	78721	1000 BLOCK ED BLUESTEIN ROAD
576	78721	1000 BLOCK ED BLUESTIEN BOULEVARD
577	78721	1000 BLOCK ED BLUSTEIN BOULEVARD
578	78721	1000 BLOCK ED BOUESTEIN BOULEVARD
579	78721	1000 BLOCK  ED BUESTEIN BOULEVARD
580	78721	1000 BLOCK ED BUESTEIN BOULEVARD
581	78704	1000 BLOCK EDGECLIFF TERRACE
582	78704	1000 BLOCK EDGECLIFF TERRANCE
583	78745	1000 BLOCK EMERALD WOOD DR
584	78753	1000 BLOCK E PARMER LN
585	78704	1000 BLOCK E RIVERSIDE
586	78704	1000 BLOCK E RIVERSIDE DR
587	78753	1000 BLOCK E RUNDBERG LANE
588	78753	1000 BLOCK E RUNDBERG LN
589	78745	1000 BLOCK E STASSNEY LN
590	78752	1000 BLOCK E ST JOHNS
591	78745	1000 BLOCK E WILLIAM CANNON DR
592	78703	1000 BLOCK EXPOSITION
593	78703	1000 BLOCK EXPOSITION BLVD
